"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 13:00","2023","10","12","13:00","13.7","","4.5","","54","","0.0","","27","","17","","","","100.65","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 14:00","2023","10","12","14:00","12.2","","3.3","","55","","0.0","","29","","19","","","","100.67","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 15:00","2023","10","12","15:00","12.2","","2.0","","50","","0.0","","28","","17","","","","100.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 16:00","2023","10","12","16:00","12.4","","2.1","","49","","0.0","","28","","15","","","","100.68","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 17:00","2023","10","12","17:00","11.3","","2.3","","54","","0.0","","27","","15","","","","100.72","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 18:00","2023","10","12","18:00","9.9","","2.7","","61","","0.0","","30","","10","","","","100.78","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 19:00","2023","10","12","19:00","8.9","","2.8","","66","","0.0","","28","","10","","","","100.83","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 20:00","2023","10","12","20:00","7.7","","3.9","","77","","0.0","","27","","10","","","","100.87","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 21:00","2023","10","12","21:00","7.8","","2.8","","70","","0.0","","26","","14","","","","100.88","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 22:00","2023","10","12","22:00","7.6","","3.7","","77","","0.0","","26","","15","","","","100.84","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 23:00","2023","10","12","23:00","7.3","","4.4","","82","","0.0","","24","","10","","","","100.82","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 00:00","2023","10","13","00:00","8.6","","5.7","","82","","0.0","","28","","12","","","","100.83","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 01:00","2023","10","13","01:00","8.6","","6.0","","84","","0.0","","27","","14","","","","100.84","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 02:00","2023","10","13","02:00","6.7","","4.6","","87","","0.0","","25","","12","","","","100.86","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 03:00","2023","10","13","03:00","5.9","","4.5","","91","","0.0","","24","","8","","","","100.89","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 04:00","2023","10","13","04:00","6.3","","5.2","","93","","0.0","","25","","13","","","","100.89","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 05:00","2023","10","13","05:00","6.7","","5.7","","94","","0.0","","28","","9","","","","100.93","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 06:00","2023","10","13","06:00","5.7","","4.9","","95","","0.0","","24","","7","","","","100.99","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 07:00","2023","10","13","07:00","6.8","","5.7","","92","","0.0","","23","","8","","","","101.05","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 08:00","2023","10","13","08:00","7.6","","5.8","","88","","0.0","","24","","11","","","","101.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 09:00","2023","10","13","09:00","10.1","","7.2","","82","","0.0","","28","","12","","","","101.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 10:00","2023","10","13","10:00","11.4","","7.3","","76","","0.0","","25","","11","","","","101.05","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 11:00","2023","10","13","11:00","13.5","","6.7","","63","","0.0","","27","","18","","","","101.02","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 12:00","2023","10","13","12:00","14.4","","6.8","","60","","0.0","","27","","19","","","","100.98","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 13:00","2023","10","13","13:00","14.2","","7.3","","63","","0.0","","27","","14","","","","100.96","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 14:00","2023","10","13","14:00","15.5","","6.8","","56","","0.0","","30","","14","","","","100.96","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 15:00","2023","10","13","15:00","14.6","","6.3","","58","","0.0","","30","","11","","","","100.96","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 16:00","2023","10","13","16:00","14.2","","6.1","","58","","0.0","","30","","10","","","","100.95","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 17:00","2023","10","13","17:00","13.4","","5.2","","58","","0.0","","30","","14","","","","100.98","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 18:00","2023","10","13","18:00","12.8","","5.8","","62","","0.0","","31","","11","","","","101.01","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 19:00","2023","10","13","19:00","12.1","","6.5","","69","","0.0","","28","","11","","","","101.00","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 20:00","2023","10","13","20:00","12.0","","7.2","","73","","0.0","","30","","9","","","","101.00","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 21:00","2023","10","13","21:00","11.1","","7.3","","77","","0.0","","30","","12","","","","100.98","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 22:00","2023","10","13","22:00","10.5","","7.3","","80","","0.0","","31","","8","","","","100.96","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-13 23:00","2023","10","13","23:00","9.7","","7.1","","84","","0.0","","30","","7","","","","100.95","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 00:00","2023","10","14","00:00","9.3","","6.7","","84","","0.0","","31","","9","","","","100.91","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 01:00","2023","10","14","01:00","8.0","","6.3","","89","","0.0","","30","","6","","","","100.87","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 02:00","2023","10","14","02:00","7.8","","6.4","","91","","0.0","","28","","6","","","","100.85","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 03:00","2023","10","14","03:00","7.4","","7.0","","97","","0.0","","25","","4","","","","100.82","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 04:00","2023","10","14","04:00","8.3","","7.2","","93","","0.0","","24","","6","","","","100.81","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 05:00","2023","10","14","05:00","8.6","","7.5","","93","","0.0","","25","","4","","","","100.80","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 06:00","2023","10","14","06:00","9.0","","7.8","","92","","0.0","","26","","4","","","","100.78","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 07:00","2023","10","14","07:00","8.7","","7.6","","93","","0.0","","24","","7","","","","100.78","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 08:00","2023","10","14","08:00","9.3","","7.8","","90","","0.0","","25","","7","","","","100.75","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 09:00","2023","10","14","09:00","10.3","","7.9","","85","","0.0","","25","","6","","","","100.69","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 10:00","2023","10","14","10:00","12.5","","7.3","","70","","0.0","","33","","8","","","","100.61","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 11:00","2023","10","14","11:00","13.8","","7.0","","64","","0.0","","33","","13","","","","100.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 12:00","2023","10","14","12:00","13.4","","7.0","","65","","0.0","","29","","5","","","","100.43","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 13:00","2023","10","14","13:00","13.5","","7.4","","66","","0.0","","26","","10","","","","100.34","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 14:00","2023","10","14","14:00","14.1","","7.2","","63","","0.0","","28","","13","","","","100.26","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 15:00","2023","10","14","15:00","13.7","","7.2","","65","","0.0","","29","","11","","","","100.22","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 16:00","2023","10","14","16:00","13.7","","7.3","","65","","0.0","","28","","11","","","","100.20","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 17:00","2023","10","14","17:00","13.0","","7.1","","67","","0.0","","29","","12","","","","100.18","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 18:00","2023","10","14","18:00","11.8","","7.1","","73","","0.0","","30","","8","","","","100.16","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 19:00","2023","10","14","19:00","11.6","","6.8","","72","","0.0","","33","","11","","","","100.11","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 20:00","2023","10","14","20:00","10.8","","6.6","","76","","0.0","","32","","11","","","","100.09","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 21:00","2023","10","14","21:00","9.9","","6.3","","78","","0.0","","29","","9","","","","100.06","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 22:00","2023","10","14","22:00","9.6","","5.7","","77","","0.0","","31","","9","","","","100.01","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-14 23:00","2023","10","14","23:00","8.4","","5.1","","80","","0.0","","33","","10","","","","99.95","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 00:00","2023","10","15","00:00","8.5","","5.2","","80","","0.0","","32","","11","","","","99.90","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 01:00","2023","10","15","01:00","7.4","","4.9","","84","","0.0","","29","","5","","","","99.87","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 02:00","2023","10","15","02:00","7.6","","5.3","","85","","0.0","","29","","11","","","","99.81","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 03:00","2023","10","15","03:00","7.5","","5.2","","85","","0.0","","30","","9","","","","99.73","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 04:00","2023","10","15","04:00","8.2","","5.5","","83","","0.0","","30","","14","","","","99.71","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 05:00","2023","10","15","05:00","8.1","","6.1","","87","","0.0","","29","","11","","","","99.70","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 06:00","2023","10","15","06:00","7.7","","5.6","","86","","0.0","","28","","11","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 07:00","2023","10","15","07:00","8.1","","5.8","","86","","0.0","","26","","11","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 08:00","2023","10","15","08:00","8.7","","6.6","","86","","0.0","","27","","8","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 09:00","2023","10","15","09:00","9.9","","6.1","","77","","0.0","","30","","11","","","","99.64","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 10:00","2023","10","15","10:00","10.8","","6.1","","73","","0.0","","30","","10","","","","99.58","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 11:00","2023","10","15","11:00","11.2","","6.4","","72","","0.0","","25","","12","","","","99.55","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 12:00","2023","10","15","12:00","11.5","","5.8","","68","","0.0","","30","","9","","","","99.54","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 13:00","2023","10","15","13:00","11.9","","6.1","","68","","0.0","","28","","12","","","","99.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 14:00","2023","10","15","14:00","12.3","","6.6","","68","","0.0","","29","","11","","","","99.54","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 15:00","2023","10","15","15:00","12.8","","7.2","","69","","0.0","","29","","11","","","","99.51","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 16:00","2023","10","15","16:00","12.6","","7.4","","71","","0.0","","28","","8","","","","99.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 17:00","2023","10","15","17:00","12.4","","7.9","","74","","0.0","","32","","9","","","","99.58","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 18:00","2023","10","15","18:00","11.6","","9.2","","85","","0.0","","33","","10","","","","99.63","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 19:00","2023","10","15","19:00","11.6","","9.5","","87","","0.0","","30","","7","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 20:00","2023","10","15","20:00","11.1","","10.1","","94","","0.0","","28","","5","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 21:00","2023","10","15","21:00","11.6","","10.2","","91","","0.0","","30","","8","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 22:00","2023","10","15","22:00","12.0","","9.3","","83","","0.0","","36","","9","","","","99.65","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-15 23:00","2023","10","15","23:00","11.6","","9.1","","85","","0.0","","1","","9","","","","99.68","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 00:00","2023","10","16","00:00","11.1","","9.1","","87","","0.0","","","","0","","","","99.70","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 01:00","2023","10","16","01:00","9.2","","8.7","","97","","0.0","","27","","1","","","","99.75","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 02:00","2023","10","16","02:00","10.0","","9.1","","94","","0.0","","31","","4","","","","99.75","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 03:00","2023","10","16","03:00","9.8","","8.7","","93","","0.0","","33","","4","","","","99.77","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 04:00","2023","10","16","04:00","10.6","","8.5","","87","","0.0","","35","","7","","","","99.78","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 05:00","2023","10","16","05:00","10.9","","8.6","","86","","0.0","","35","","9","","","","99.82","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 06:00","2023","10","16","06:00","10.9","","8.2","","83","","0.0","","36","","9","","","","99.86","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 07:00","2023","10","16","07:00","11.3","","8.0","","80","","0.0","","36","","10","","","","99.92","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 08:00","2023","10","16","08:00","11.4","","7.3","","76","","0.0","","1","","12","","","","99.97","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 09:00","2023","10","16","09:00","13.0","","7.3","","68","","0.0","","2","","17","","","","100.02","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 10:00","2023","10","16","10:00","12.5","","6.6","","67","","0.0","","2","","15","","","","100.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 11:00","2023","10","16","11:00","13.2","","6.4","","63","","0.0","","2","","17","","","","100.08","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 12:00","2023","10","16","12:00","13.6","","6.6","","63","","0.0","","2","","14","","","","100.09","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 13:00","2023","10","16","13:00","14.0","","6.7","","61","","0.0","","1","","14","","","","100.08","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 14:00","2023","10","16","14:00","14.0","","6.4","","60","","0.0","","1","","10","","","","100.09","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 15:00","2023","10","16","15:00","14.5","","6.4","","59","","0.0","","2","","9","","","","100.11","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 16:00","2023","10","16","16:00","14.3","","6.6","","60","","0.0","","35","","6","","","","100.14","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 17:00","2023","10","16","17:00","12.8","","8.8","","77","","0.0","","","","0","","","","100.18","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 18:00","2023","10","16","18:00","10.9","","8.8","","87","","0.0","","","","0","","","","100.24","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 19:00","2023","10","16","19:00","12.5","","8.0","","74","","0.0","","36","","8","","","","100.32","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 20:00","2023","10","16","20:00","12.6","","6.7","","67","","0.0","","1","","13","","","","100.39","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 21:00","2023","10","16","21:00","11.6","","6.7","","72","","0.0","","36","","10","","","","100.44","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 22:00","2023","10","16","22:00","10.1","","6.7","","80","","0.0","","33","","8","","","","100.47","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-16 23:00","2023","10","16","23:00","9.2","","6.6","","84","","0.0","","36","","8","","","","100.47","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 00:00","2023","10","17","00:00","7.6","","6.6","","93","","0.0","","29","","5","","","","100.50","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 01:00","2023","10","17","01:00","7.3","","6.5","","95","","0.0","","33","","6","","","","100.52","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 02:00","2023","10","17","02:00","8.0","","7.2","","95","","0.0","","35","","3","","","","100.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 03:00","2023","10","17","03:00","8.9","","8.0","","94","","0.2","","33","","2","","","","100.55","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 04:00","2023","10","17","04:00","9.9","","8.2","","90","","0.0","","36","","5","","","","100.59","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 05:00","2023","10","17","05:00","9.8","","7.8","","88","","0.0","","35","","4","","","","100.65","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 06:00","2023","10","17","06:00","9.6","","8.1","","91","","0.0","","35","","2","","","","100.71","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 07:00","2023","10","17","07:00","9.7","","8.5","","92","","0.0","","","","0","","","","100.79","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 08:00","2023","10","17","08:00","10.9","","7.9","","82","","0.2","","0","","1","","","","100.86","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 09:00","2023","10","17","09:00","11.3","","7.0","","75","","0.0","","0","","1","","","","100.91","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 10:00","2023","10","17","10:00","11.8","","6.9","","72","","0.0","","","","0","","","","100.92","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 11:00","2023","10","17","11:00","12.0","","7.3","","73","","0.0","","22","","6","","","","100.92","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 12:00","2023","10","17","12:00","13.1","","7.5","","69","","0.0","","22","","7","","","","100.90","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 13:00","2023","10","17","13:00","13.4","","8.3","","72","","0.0","","24","","12","","","","100.90","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 14:00","2023","10","17","14:00","13.0","","8.1","","72","","0.0","","25","","11","","","","100.91","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 15:00","2023","10","17","15:00","12.9","","8.6","","75","","0.0","","24","","11","","","","100.93","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 16:00","2023","10","17","16:00","12.8","","8.9","","77","","0.0","","24","","9","","","","100.95","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 17:00","2023","10","17","17:00","12.5","","8.7","","78","","0.0","","23","","7","","","","101.00","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 18:00","2023","10","17","18:00","12.3","","8.6","","78","","0.0","","25","","9","","","","101.05","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 19:00","2023","10","17","19:00","12.2","","8.8","","80","","0.0","","24","","7","","","","101.08","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 20:00","2023","10","17","20:00","11.8","","8.4","","80","","0.0","","24","","9","","","","101.14","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 21:00","2023","10","17","21:00","10.9","","8.1","","83","","0.0","","23","","8","","","","101.17","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 22:00","2023","10","17","22:00","10.7","","7.7","","82","","0.0","","23","","6","","","","101.20","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-17 23:00","2023","10","17","23:00","8.2","","6.6","","90","","0.0","","26","","5","","","","101.24","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 00:00","2023","10","18","00:00","9.6","","8.3","","91","","0.0","","25","","7","","","","101.27","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 01:00","2023","10","18","01:00","9.4","","7.4","","88","","0.0","","24","","8","","","","101.33","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 02:00","2023","10","18","02:00","9.8","","8.1","","89","","0.0","","25","","8","","","","101.34","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 03:00","2023","10","18","03:00","10.2","","7.4","","83","","0.0","","26","","13","","","","101.37","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 04:00","2023","10","18","04:00","9.8","","7.7","","87","","0.0","","21","","3","","","","101.38","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 05:00","2023","10","18","05:00","9.2","","7.7","","90","","0.0","","21","","3","","","","101.40","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 06:00","2023","10","18","06:00","8.2","","7.5","","95","","0.0","","29","","2","","","","101.43","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 07:00","2023","10","18","07:00","7.5","","6.9","","96","","0.0","","22","","5","","","","101.48","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-18 08:00","2023","10","18","08:00","11.6","","6.8","","72","","0.0","","22","","7","","","","101.52","","","","","","NA"
